SMKDETACC,5,587.867,28295,15.244
SMKDETACC,4.5,545.733,28251,15.524
SMKDETACC,4,501.462,28221,13.423
SMKDETACC,3.5,485.957,28207,14.917
SMKDETACC,3,463.994,28183,9.022
SMKDETACC,2.5,408.26,28142,14.403
SMKDETACC,2,359.627,28098,14.004
SMKDETACC,1.5,334.621,28077,13.742
SMKDETACC,1,273.055,28036,13.452
SMKDETACC,0.5,214.463,27940,12.577
SMKRANACC,5,326.275,14470,7.155
SMKRANACC,4.5,381.054,14462,7.199
SMKRANACC,4,568.713,14880,8.231
SMKRANACC,3.5,380.833,14495,7.43
SMKRANACC,3,332.532,14477,4.042
SMKRANACC,2.5,385.629,14460,3.234
SMKRANACC,2,343.575,14487,6.854
SMKRANACC,1.5,376.745,14471,6.569
SMKRANACC,1,315.231,14419,6.332
SMKRANACC,0.5,211.7,14305,6.111
ALG3,5,643.036,18446,12.19
ALG3,4.5,616.984,20711,7.592
ALG3,4,583,19721,13.831
ALG3,3.5,551,17983,11.805
ALG3,3,507,19316,12.986
ALG3,2.5,465,17163,6.744
ALG3,2,413,18483,14.248
ALG3,1.5,363.919,17613,13.461
ALG3,1,300.495,16626,12.545
ALG3,0.5,212,16662,10.446
ALG3,5,691.66,17827,6.145
ALG3,4.5,611,18691,13.041
ALG3,4,583,17233,12.578
ALG3,3.5,551,17551,7.006
ALG3,3,507,19748,15.083
ALG3,2.5,488.545,16982,7.476
ALG3,2,426.638,17448,6.235
ALG3,1.5,361.185,16706,5.399
ALG3,1,291,19409,6.941
ALG3,0.5,245.772,17236,6.386
ALG3,5,638,19373,7.262
ALG3,4.5,626.678,17798,6.51
ALG3,4,583,17151,6.214
ALG3,3.5,551,19350,7.234
ALG3,3,510.667,20083,15.122
ALG3,2.5,473.432,18732,13.372
ALG3,2,413,19622,15.543
ALG3,1.5,358,18765,14.706
ALG3,1,300.894,17334,13.363
ALG3,0.5,212,16436,11.11
ALG3,5,640.728,17562,11.722
ALG3,4.5,611,19068,14.429
ALG3,4,609.662,17948,13.364
ALG3,3.5,588.028,17100,12.559
ALG3,3,507,18683,13.558
ALG3,2.5,465,17346,11.228
ALG3,2,433.757,18889,13.06
ALG3,1.5,405.898,16414,12.017
ALG3,1,291,17528,7.993
ALG3,0.5,212,16433,5.975
ALG3,5,676.242,17118,6.431
ALG3,4.5,611,19492,13.571
ALG3,4,584.317,17749,9.53
ALG3,3.5,554.932,17293,7.171
ALG3,3,507,16982,12.514
ALG3,2.5,465,17305,12.874
ALG3,2,413,17614,13.176
ALG3,1.5,381.45,16977,12.111
ALG3,1,294.417,20106,13.793
ALG3,0.5,212,17805,12.42
ALG3,5,670.103,18538,14.311
ALG3,4.5,611,16921,12.708
ALG3,4,583,18690,14.451
ALG3,3.5,551,16908,12.172
ALG3,3,507,16658,10.647
ALG3,2.5,465,17525,11.744
ALG3,2,413,17230,9.93
ALG3,1.5,363.696,16934,6.172
ALG3,1,303.482,16443,12.075
ALG3,0.5,225.309,17249,12.905
ALG2,5,749.42,15165
ALG2ACC,5,749.42,22615,16.986
ALG2,4.5,717.007,15092
ALG2ACC,4.5,717.007,22083,16.424
ALG2,4,682.128,14977
ALG2ACC,4,682.128,21440,16.686
ALG2,3.5,644.137,14916
ALG2ACC,3.5,644.137,21041,16.358
ALG2,3,603.249,14800
ALG2ACC,3,603.249,20215,14.868
ALG2,2.5,552.97,14717
ALG2ACC,2.5,552.97,19783,13.707
ALG2,2,502.909,14627
ALG2ACC,2,502.909,18923,14.438
ALG2,1.5,366.877,14595
ALG2ACC,1.5,366.877,18192,13.908
ALG2,1,370.089,14357
ALG2ACC,1,370.089,17333,12.989
ALG2,0.5,230.928,14215
ALG2ACC,0.5,230.928,16606,12.381
SMKSTREAM,5,721.195,6646296,1298.57
SMKSTREAM,4.5,684.627,6591273,1299.37
SMKSTREAM,4,656.782,6504954,1271.32
SMKSTREAM,3.5,635.559,6434213,1212.92
SMKSTREAM,3,578.302,6336644,1172.55
SMKSTREAM,2.5,522.712,6237456,1315.31
SMKSTREAM,2,467.407,6088847,1122.87
SMKSTREAM,1.5,416.644,5864316,1086.45
SMKSTREAM,1,357.047,5453502,1042.86
SMKSTREAM,0.5,263.547,3088050,600.54
SampleGreedy,5,775.78,14252,5.561
SampleGreedy,4.5,742.501,14228,5.408
SampleGreedy,4,707.114,14201,5.239
SampleGreedy,3.5,668.714,14184,5.218
SampleGreedy,3,627.385,14152,5.304
SampleGreedy,2.5,580.396,14126,5.61
SampleGreedy,2,526.734,14103,5.417
SampleGreedy,1.5,467.1,14073,5.502
SampleGreedy,1,394.023,14030,5.355
SampleGreedy,0.5,285.723,13973,5.157
